beer_name,brewery_name,beer_type,beer_abv,beer_ibu,comment,venue_name,venue_city,venue_state,venue_country,venue_lat,venue_lng,rating_score,created_at,checkin_url,beer_url,brewery_url,brewery_country,brewery_city,brewery_state,flavor_profiles,purchase_venue,serving_type,checkin_id,bid,brewery_id,photo_url,global_rating_score,global_weighted_rating_score,tagged_friends,total_toasts,total_comments
Smoothie Shop: Lemondrop,Shebeen Brewing,IPA - Milkshake,6.4,0,"first, the can got me attention. then, the description got my attention. and THEN, the taste got my attention (in a good way)",,,,,,,3.75,9/28/2019 22:29,https://untappd.com/c/811033665,https://untappd.com/beer/3371719,https://untappd.com/brewery/25261,United States,Wolcott,CT,,,Can,811033665,3371719,25261,https://untappd.s3.amazonaws.com/photos/2019_09_29/69cecb38028422e5d0de45493b7372f8_raw.jpg,3.59,3.63,,1,0
Oktoberfest,Blue Point Brewing Company,Märzen,5.7,16,see earlier posts.,,,,,,,3.25,10/2/2019 20:40,https://untappd.com/c/812170191,https://untappd.com/beer/5915,https://untappd.com/brewery/144,United States,Patchogue,NY,,,Bottle,812170191,5915,144,https://untappd.s3.amazonaws.com/photos/2019_10_03/07fe82502d8a23cdf4ad5438ae56d7a3_raw.jpg,3.45,3.45,,1,0
Erdinger Oktoberfest / Festweiße,Erdinger Weissbräu,Hefeweizen,5.7,0,see previous posts.,,,,,,,4,10/7/2019 20:05,https://untappd.com/c/814627123,https://untappd.com/beer/20157,https://untappd.com/brewery/1019,Germany,Erding,Bayern,,,,814627123,20157,1019,https://untappd.s3.amazonaws.com/photos/2019_10_08/ac4a4b65ecfe5dc58c03bfd906b2a0bb_raw.jpg,3.6,3.6,,0,0
"Duck, Duck, Gose",Fort Nonsense Brewing Company,Sour - Fruited Gose,4.5,0,nice dry taste. not so sweet. just a kiss of sweetness. big fan,Long Valley Pub & Brewery,Long Valley,NJ,United States,40.7839,-74.7804,3.5,10/10/2019 18:48,https://untappd.com/c/815377107,https://untappd.com/beer/3420026,https://untappd.com/brewery/317374,United States,Denville,NJ,,,Draft,815377107,3420026,317374,https://untappd.s3.amazonaws.com/photos/2019_10_10/f5b3366dfd5b4162fa27d61336f3831e_raw.jpg,3.43,3.63,,0,0
Long Valley Fest,Long Valley Pub & Brewery,Festbier,6,20,see previous posts.,Long Valley Pub & Brewery,Long Valley,NJ,United States,40.7839,-74.7804,3.75,10/10/2019 20:58,https://untappd.com/c/815443911,https://untappd.com/beer/3466953,https://untappd.com/brewery/802,United States,Long Valley,NJ,,,,815443911,3466953,802,,3.75,3.66,,1,0
Oktoberfest,Left Hand Brewing Company,Märzen,6.6,24,see previous posts. my body consists of 95% Oktoberfest now,,,,,,,3.75,10/11/2019 22:48,https://untappd.com/c/816026192,https://untappd.com/beer/6775,https://untappd.com/brewery/779,United States,Longmont,CO,,,Can,816026192,6775,779,https://untappd.s3.amazonaws.com/photos/2019_10_12/eb56d4bf3ebcc1570867f825989b234c_raw.jpg,3.58,3.58,,0,0
Crisp Apple,Angry Orchard Cider Company,Cider - Sweet,5,10,one of my first alcoholic drinks. decided to have it again. the nostalgia,,,,,,,3.25,10/13/2019 13:42,https://untappd.com/c/817027067,https://untappd.com/beer/84251,https://untappd.com/brewery/16455,United States,Walden,NY,,,,817027067,84251,16455,,3.53,3.53,,0,0
Oktoberfest,Cape May Brewing Co.,Märzen,5.8,25,Quite delicious. See previous posts,,,,,,,3.75,10/16/2019 20:37,https://untappd.com/c/818013020,https://untappd.com/beer/481597,https://untappd.com/brewery/13805,United States,Cape May,NJ,,,Can,818013020,481597,13805,,3.65,3.65,,0,0
Green Line Pale Ale,Goose Island Beer Co.,Pale Ale - American,5.4,30,treating myself after work I’m really tired so don’t have much to say it’s aight,,,,,,,3.25,10/19/2019 16:26,https://untappd.com/c/819468430,https://untappd.com/beer/12943,https://untappd.com/brewery/2898,United States,Chicago,IL,,,,819468430,12943,2898,https://untappd.s3.amazonaws.com/photos/2019_10_19/e891945a85d692dc9406d78b7b1c2a17_raw.jpg,3.48,3.48,,0,0
Sam Adams Belgian Table,Boston Beer Company,Table Beer,4.2,0,"starts off with a clean beer taste, then gets a bit sweet, and then finishes with a cereal-like finish. delightful brew",Samuel Adams Tap Room,Jamaica Plain,MA,United States,42.3148,-71.1029,3.5,10/25/2019 13:02,https://untappd.com/c/821352759,https://untappd.com/beer/1659487,https://untappd.com/brewery/157,United States,Boston,MA,,,Draft,821352759,1659487,157,https://untappd.s3.amazonaws.com/photos/2019_10_25/0b633799f2e04564465a745bf7d41258_raw.jpg,3.42,3.56,,0,0
Samuel Adams X Dogfish Head Collaboration,Boston Beer Company,IPA - American,6.8,0,this is the mashup I never knew needed.,Samuel Adams Tap Room,Jamaica Plain,MA,United States,42.3148,-71.1029,3.5,10/25/2019 13:07,https://untappd.com/c/821355066,https://untappd.com/beer/3490157,https://untappd.com/brewery/157,United States,Boston,MA,,,Draft,821355066,3490157,157,https://untappd.s3.amazonaws.com/photos/2019_10_25/27f397f15d30db6e9b7f6713cf8204dd_raw.jpg,0,3.55,,0,0
Sam Adams Mango Guava IPA,Boston Beer Company,IPA - New England,6.8,0,good blend of IPA flavors and mango and guava. would recommend to anyone that does not drink many IPAs,Samuel Adams Tap Room,Jamaica Plain,MA,United States,42.3148,-71.1029,4,10/25/2019 13:17,https://untappd.com/c/821360858,https://untappd.com/beer/2763728,https://untappd.com/brewery/157,United States,Boston,MA,,,Draft,821360858,2763728,157,https://untappd.s3.amazonaws.com/photos/2019_10_25/571a2cd1c591665e42fbf46ebc7662b9_raw.jpg,3.87,3.83,,0,0
Cranberry Berliner Weisse,Boston Beer Company,Sour - Berliner Weisse,3.9,0,"expected a bit more flavor, but still has some",Samuel Adams Tap Room,Jamaica Plain,MA,United States,42.3148,-71.1029,3,10/25/2019 13:19,https://untappd.com/c/821362006,https://untappd.com/beer/3422968,https://untappd.com/brewery/157,United States,Boston,MA,,,Draft,821362006,3422968,157,https://untappd.s3.amazonaws.com/photos/2019_10_25/b9de4f571f17c8cc28349488f34dd360_raw.jpg,3.37,3.52,,0,0
Samuel Adams Coffee Pale Ale,Boston Beer Company,Pale Ale - American,5.5,20,I didn’t have my coffee today so this is perfect.,Samuel Adams Tap Room,Jamaica Plain,MA,United States,42.3148,-71.1029,3.75,10/25/2019 14:06,https://untappd.com/c/821391126,https://untappd.com/beer/2418124,https://untappd.com/brewery/157,United States,Boston,MA,,,Draft,821391126,2418124,157,https://untappd.s3.amazonaws.com/photos/2019_10_25/7d3a08f2d29b19e0bd30e20490096bef_raw.jpg,3.55,3.55,,0,0
Samuel Adams Rye IPA,Boston Beer Company,IPA - Rye,7,60,I was blessed to be in this experimental tasting. Delicious,Samuel Adams Tap Room,Jamaica Plain,MA,United States,42.3148,-71.1029,4,10/25/2019 16:02,https://untappd.com/c/821476533,https://untappd.com/beer/3471574,https://untappd.com/brewery/157,United States,Boston,MA,,,,821476533,3471574,157,,3.72,3.69,,0,0
Samuel Adams New England IPA,Boston Beer Company,IPA - New England,6.8,35,reminiscing about the rye ipa i had over the weekend.,Thatcher McGhee's,Pompton Lakes,NJ,United States,41.0076,-74.2951,4,10/29/2019 21:03,https://untappd.com/c/823374974,https://untappd.com/beer/2090227,https://untappd.com/brewery/157,United States,Boston,MA,,,,823374974,2090227,157,,3.69,3.69,,0,0
Union Jack IPA,Firestone Walker Brewing Company,IPA - American,7,70,post-retreat vibes at an all time high. this is making it even better.,Thatcher McGhee's,Pompton Lakes,NJ,United States,41.0076,-74.2951,3.75,11/3/2019 13:35,https://untappd.com/c/825463063,https://untappd.com/beer/5428,https://untappd.com/brewery/524,United States,Paso Robles,CA,,,,825463063,5428,524,,3.81,3.81,,1,0
Wild Sour Series: Here Gose Nothin',DESTIHL Brewery,Sour - Gose,5.2,12,well balanced sour beer. im a fan,Salt Gastropub,Stanhope,NJ,United States,40.9358,-74.7221,3.75,11/7/2019 17:48,https://untappd.com/c/826554918,https://untappd.com/beer/563602,https://untappd.com/brewery/6597,United States,Normal,IL,,,Can,826554918,563602,6597,https://untappd.s3.amazonaws.com/photos/2019_11_07/01240b0a5bde4a98e3db8653df4ea711_raw.jpg,3.73,3.73,,2,0
Von Pilsner,Crooked Stave Artisan Beer Project,Kellerbier / Zwickelbier,5,35,this is quite the delightful Pilsner. Very clean and refreshing,Salt Gastropub,Stanhope,NJ,United States,40.9358,-74.7221,3.75,11/7/2019 18:27,https://untappd.com/c/826573514,https://untappd.com/beer/1753042,https://untappd.com/brewery/10568,United States,Denver,CO,,,,826573514,1753042,10568,,3.65,3.65,,2,0
Peach Kick,New Belgium Brewing Company,Sour - Fruited,4.3,7,wish the flavor was a bit more pronounced but otherwise very refreshing,Arooga's Grille House & Sports Bar - Harrisburg,Harrisburg,PA,United States,40.3357,-76.8254,3.25,11/9/2019 12:40,https://untappd.com/c/827450396,https://untappd.com/beer/3173534,https://untappd.com/brewery/905,United States,Fort Collins,CO,,,Draft,827450396,3173534,905,https://untappd.s3.amazonaws.com/photos/2019_11_09/fb390107f98187869c2a4a3d55630104_raw.jpg,3.42,3.43,,0,0
Harvest Patch Shandy,Jacob Leinenkugel Brewing Company,Shandy / Radler,4.2,11,a basic fall white girl and a beer connoisseur had a baby. the baby was a beer.,Arooga's Grille House & Sports Bar - Harrisburg,Harrisburg,PA,United States,40.3357,-76.8254,3.75,11/9/2019 13:10,https://untappd.com/c/827476960,https://untappd.com/beer/781690,https://untappd.com/brewery/708,United States,Chippewa Falls,WI,,,Draft,827476960,781690,708,https://untappd.s3.amazonaws.com/photos/2019_11_09/56120b6e5b4c0fcd9f2ef71e90e12838_raw.jpg,3.44,3.45,,0,0
Blizzard of Hops,Tröegs Independent Brewing,IPA - American,6.4,80,quite refreshing. nice level of hops but not too hoppy,Eagle Hotel,Harrisburg,PA,United States,40.3433,-76.7919,3.75,11/9/2019 13:52,https://untappd.com/c/827520071,https://untappd.com/beer/533372,https://untappd.com/brewery/2583,United States,Hershey,PA,,,Draft,827520071,533372,2583,,3.77,3.77,,0,0
Blood Orange Cranberry Tart Ale,Tröegs Independent Brewing,Sour - Gose,4.5,0,it’s a touch too tart but im still a fan,,,,,,,3.25,11/9/2019 18:03,https://untappd.com/c/827812913,https://untappd.com/beer/3471916,https://untappd.com/brewery/2583,United States,Hershey,PA,,,,827812913,3471916,2583,https://untappd.s3.amazonaws.com/photos/2019_11_09/d04b7d872bf9c700a40780d368e215d7_raw.jpg,3.6,3.61,,0,0
Sunshine Pils,Tröegs Independent Brewing,Pilsner - German,4.5,45,refreshing pils.,,,,,,,3.5,11/9/2019 18:53,https://untappd.com/c/827862821,https://untappd.com/beer/3841,https://untappd.com/brewery/2583,United States,Hershey,PA,,,Can,827862821,3841,2583,,3.44,3.44,,0,0
LaGrave,Tröegs Independent Brewing,Belgian Tripel,8,31,a sippin beer. delightful,,,,,,,3.75,11/9/2019 23:47,https://untappd.com/c/828056748,https://untappd.com/beer/445874,https://untappd.com/brewery/2583,United States,Hershey,PA,,,,828056748,445874,2583,,3.84,3.84,,1,0
Holidaze Haze IPA,Saranac Brewery (F.X. Matt Brewing Co.),IPA - American,6,40,pretty standard ipa. doesn’t mean it’s bad though,,,,,,,3.25,11/14/2019 21:04,https://untappd.com/c/829431199,https://untappd.com/beer/3492597,https://untappd.com/brewery/2783,United States,Utica,NY,,,Can,829431199,3492597,2783,https://untappd.s3.amazonaws.com/photos/2019_11_15/d88a5e927ff1982c624299914a794fd2_raw.jpg,3.51,3.52,,1,0
Punk IPA,BrewDog,IPA - American,5.2,35,very light ipa. haven’t had a lot of british ipas so this is different but i enjoy it (the checkin says American but the box says otherwise),,,,,,,3.75,11/15/2019 23:07,https://untappd.com/c/829998647,https://untappd.com/beer/5702,https://untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,,,Can,829998647,5702,241,https://untappd.s3.amazonaws.com/photos/2019_11_16/50dab5b7260685ecc76008bac4c60d10_raw.jpg,3.74,3.74,,1,0
Salt And Sea (Strawberry Lime),Flying Fish Brewing Co.,Sour - Fruited Gose,4.3,9,not the best gose ive had but still good. sea salt not pronounced enough and taste more strawberry than lime. would drink again though.,,,,,,,3.25,11/16/2019 22:54,https://untappd.com/c/830731865,https://untappd.com/beer/3061881,https://untappd.com/brewery/541,United States,Somerdale,NJ,,,Can,830731865,3061881,541,https://untappd.s3.amazonaws.com/photos/2019_11_17/094f822cdaf27b366917e2ea09a15e52_raw.jpg,3.64,3.64,,2,0
Schöfferhofer Grapefruit,Radeberger Gruppe,Shandy / Radler,2.5,0,ive had this before but haven’t rated it and am also in germany so here,Radisson Blu Park Hotel & Conference Centre,Radebeul,Sachsen,Deutschland,51.1056,13.6739,3.5,11/24/2019 20:28,https://untappd.com/c/833544922,https://untappd.com/beer/21857,https://untappd.com/brewery/4936,Germany,Frankfurt am Main,Hessen,,,Draft,833544922,21857,4936,https://untappd.s3.amazonaws.com/photos/2019_11_24/97faeded5ffe74223564d46fa392e45a_raw.jpg,3.58,3.58,,0,0
Krušovice Imperial 5.0%,Heineken Česká Republika,Pilsner - Czech,5,28,when in prague,,,,,,,3.25,11/25/2019 15:55,https://untappd.com/c/833800282,https://untappd.com/beer/23580,https://untappd.com/brewery/9774,Czech Republic,Krušovice,Střední Čechy,,,Draft,833800282,23580,9774,,3.15,3.15,,0,0
Radeberger Pilsner,Radeberger Gruppe,Pilsner - German,4.8,33,had this before but never rated it. also fun fact this was my first legal drink (thanks Hoboken Biergarten),Radisson Blu Park Hotel & Conference Centre,Radebeul,Sachsen,Deutschland,51.1056,13.6739,3.5,11/25/2019 22:32,https://untappd.com/c/833866425,https://untappd.com/beer/1589,https://untappd.com/brewery/4936,Germany,Frankfurt am Main,Hessen,,,Draft,833866425,1589,4936,https://untappd.s3.amazonaws.com/photos/2019_11_25/5d6b1e6940cf06bcb54340067fb951d2_raw.jpg,3.18,3.18,,0,0
Freibergisch Schwarzbier,Freiberger Brauhaus,Schwarzbier,4.9,0,"kinda an entry level stout. still got the same coffee, chocolate, roasted-sweetness but not as heavy like a stout",,,,,,,3.25,11/27/2019 23:12,https://untappd.com/c/834408207,https://untappd.com/beer/738781,https://untappd.com/brewery/103651,Germany,Freiberg,Sachsen,,,Draft,834408207,738781,103651,,3.23,3.29,,0,0
Pilsner,Feldschlößchen Dresden,Pilsner - German,4.9,0,It’s aight. I’m currently watching tap and am tired so not creative today sorry,,,,,,,3,11/28/2019 19:37,https://untappd.com/c/834758198,https://untappd.com/beer/31432,https://untappd.com/brewery/85725,Germany,Dresden,Sachsen,,,,834758198,31432,85725,,2.97,2.98,,0,0
Berliner Kindl Weisse Waldmeister,Berliner-Kindl-Schultheiss-Brauerei,Sour - Berliner Weisse,3,4,didn’t realize it’d be GREEN! other than the color it was okay. thought it was a touch too sweet and didn’t taste beer really,,,,,,,2.75,11/29/2019 19:48,https://untappd.com/c/835266844,https://untappd.com/beer/30062,https://untappd.com/brewery/1582,Germany,Berlin,Berlin,,,Bottle,835266844,30062,1582,,2.66,2.69,,0,0
Budweiser Budvar B:ORIGINAL / Czechvar B:ORIGINAL,Budějovický Budvar,Pilsner - Czech,5,32,"smuggled this out of europe. tastes so much better than what we have here. tastes less watery and more like, you know, beer",,,,,,,3.75,12/2/2019 20:09,https://untappd.com/c/837023872,https://untappd.com/beer/5385,https://untappd.com/brewery/245,Czech Republic,České Budějovice,Jihozápad,,,Can,837023872,5385,245,https://untappd.s3.amazonaws.com/photos/2019_12_03/8aa94d9320bb0fe5cd40cff77e9a8719_raw.jpg,3.28,3.28,,0,0
Cranberry Ginger Shandy,Jacob Leinenkugel Brewing Company,Shandy / Radler,4.2,11,happy holidays friends,,,,,,,3,12/6/2019 21:30,https://untappd.com/c/838346120,https://untappd.com/beer/629393,https://untappd.com/brewery/708,United States,Chippewa Falls,WI,,,Bottle,838346120,629393,708,https://untappd.s3.amazonaws.com/photos/2019_12_07/09f115a925ef88ff95af0d7841ab5b1d_raw.jpg,3.29,3.3,,0,0
Snowdrift Vanilla Porter,Jacob Leinenkugel Brewing Company,Porter - American,6,16,has a nice smooth finish which was unexpected,,,,,,,3.5,12/7/2019 13:13,https://untappd.com/c/838620473,https://untappd.com/beer/176974,https://untappd.com/brewery/708,United States,Chippewa Falls,WI,,,,838620473,176974,708,https://untappd.s3.amazonaws.com/photos/2019_12_07/d94116e7e5344d52d50fb3859566c251_raw.jpg,3.53,3.53,,0,0
Belgian Head High IPA,Kane Brewing Company,IPA - Belgian,6.5,0,it’s good I’m tired so don’t have energy to say other things,,,,,,,3.75,12/7/2019 15:12,https://untappd.com/c/838739855,https://untappd.com/beer/285491,https://untappd.com/brewery/14653,United States,Ocean,NJ,,,Draft,838739855,285491,14653,,3.75,3.74,,1,0
Grand Cru Winter Reserve,Flying Fish Brewing Co.,Belgian Strong Golden Ale,6.9,10,nice balance of spice and hops and such,,,,,,,3.75,12/7/2019 21:50,https://untappd.com/c/839103087,https://untappd.com/beer/3961,https://untappd.com/brewery/541,United States,Somerdale,NJ,,,,839103087,3961,541,,3.56,3.56,,0,0
Dos Equis Mexican Pale Ale,Cervecería Cuauhtémoc Moctezuma S.A. de C.V.,Pale Ale - International,5.5,30,it’s fine. nothing special.,,,,,,,3,12/11/2019 22:03,https://untappd.com/c/840283894,https://untappd.com/beer/2833052,https://untappd.com/brewery/360,Mexico,Monterrey,Nuevo León,,,Bottle,840283894,2833052,360,https://untappd.s3.amazonaws.com/photos/2019_12_12/254de8521209b8accd63e7922d7c0f6f_raw.jpg,3.15,3.16,,0,0
Stone Delicious IPA,Stone Brewing,IPA - American,7.7,75,well balanced ipa. as all things should be,,,,,,,3.5,12/16/2019 21:20,https://untappd.com/c/842498432,https://untappd.com/beer/392748,https://untappd.com/brewery/1204,United States,Escondido,CA,,,Can,842498432,392748,1204,https://untappd.s3.amazonaws.com/photos/2019_12_17/0bcf2549604305d965e2bb57c82932e9_raw.jpg,3.74,3.74,,1,0
Kowabunga,Bolero Snort Brewery,Kölsch,4.5,0,delightful kolsch. said it was meant for the summer but dammit it’s summer now idc,Applebee's Grill + Bar,Butler,NJ,United States,40.9906,-74.3368,3.75,12/18/2019 22:04,https://untappd.com/c/843042876,https://untappd.com/beer/3202967,https://untappd.com/brewery/6723,United States,Carlstadt,NJ,,,,843042876,3202967,6723,https://untappd.s3.amazonaws.com/photos/2019_12_19/84e7eeccd65f2de649615a73ae067b00_raw.jpg,3.65,3.66,,1,0
Iced Coffee Blonde,Blue Moon Brewing Company,Blonde Ale,5.4,10,tastes very similar to the sam adams coffee pale ale. has good balance of coffee and beer (but not sure why they said iced for the name),,,,,,,3.75,12/21/2019 21:52,https://untappd.com/c/844610660,https://untappd.com/beer/2182345,https://untappd.com/brewery/127804,United States,Denver,CO,,,Bottle,844610660,2182345,127804,https://untappd.s3.amazonaws.com/photos/2019_12_22/c93b7d6320dcca60a87d470c1af9452c_raw.jpg,3.55,3.56,,1,0
Vine Shine,Magnify Brewing Company,IPA - American,6.5,60,"passed this brewery the other day so naturally i had to have it. very well balanced ipa. not too hoppy, not too bland",Anthony's Coal Fired Pizza,Wayne,NJ,United States,40.9392,-74.2694,4,12/23/2019 19:56,https://untappd.com/c/845546055,https://untappd.com/beer/1020968,https://untappd.com/brewery/193269,United States,Fairfield,NJ,,,,845546055,1020968,193269,https://untappd.s3.amazonaws.com/photos/2019_12_24/633ea1c6656bf91c9b124cdb50464883_raw.jpg,3.83,3.82,,2,0
